survey_codigo,section,question_codigo,enunciado,tipo,orden
eval-lic-matematicas-2025-2,DOCENCIA (EL DESARROLLO DE LA CLASE),Q1,Transmite los saberes con entusiasmo generando motivación por el aprendizaje en los estudiantes del curso.,likert,1
eval-lic-matematicas-2025-2,OBSERVACIONES,Q16,Observaciones (positivos, a mejorar, comentarios),texto,16
